#host-protein-ID,NCBI-gene-ID,host-protein
29763,100286996,TSPY22P
29764,100287013,FAM86KP
29765,100287016,DSTNP3
29766,100287026,TTTY25P
29767,100287029,DDX11L10|DDX11P|DDX11L1
29768,100287045,FAM90A26|FAM90A26P
29769,100287046,GUSBP13
29770,100287055,TSPY21P
29771,100287063,GEMIN2P2
29772,100287066,DEFB131D
29773,100287067,MTCO1P51
29774,100287074,ACTR1AP1
29775,100287082,GACAT2|MTCL1-AS1|HMlincRNA717
29776,100287083,DEFT1P2
29777,100533637,ZNF72P|ZNF72|Cos8
29778,100287085,OCIAD2P1
29779,100287087,H3P36|H3F3BP1|p46
29780,100287091,ATP5MGP5|ATP5LP5
29781,100287098,TONSL-AS1
29782,100287102,DDX11L1
29783,100287114,LINC00421
29784,100287128,IGHV1OR15-2|IGHV1/OR15-2
29785,100287136,CICP28
29786,100287140,HSPD1P14|HSPD1-17P
29787,100287144,USP17L10
29788,100287167,TTTY29P
29789,100287171,WASHC1|FAM39E|WASH1|FLJ00038
29790,100287173,UBE2V1P5
29791,100287177,EML2-AS1|C19orf83
29792,100287178,USP17L11
29793,100287183,NUTF2P8
29794,100287191,HNRNPA1P47
29795,100287193,ISCA2P1
29796,100287200,RAB9AP1
29797,100287205,USP17L12
29798,100287215,UBL5P2
29799,100287216,SH3RF3-AS1
29800,100287225,LINC01630|LOC100287225
29801,100287226,ZNF729
29802,100287227,TIPARP-AS1
29803,100287229,BRD7P4
29804,100287234,RAB9AP5
29805,100287238,USP17L13
29806,100287261,CSPG4P3Y|CSPG4P3|CSPG4P6Y
29807,100287266,HNRNPA1P42
29808,100287270,USP17L14P
29809,100287272,USP8P1|USP8P|KIAA0055-hom|D84394.7
29810,100287275,PCOTHP1
29811,100287279,UBE2V1P6
29812,100287284,MANSC4
29813,100287296,LINC00265-2P|NCRNA00265B|NCRNA00265-2P
29814,100287302,USP17L16P
29815,100287314,LINC00941|lncRNA-MUF
29816,100287325,KRT8P37
29817,100287327,USP17L17
29818,100287345,VENTXP2
29819,100287361,PPIAP64
29820,100287362,PRSS46P|PRSS46|TESSP6
29821,100287364,USP17L18
29822,100287366,OSTM1-AS1
29823,100287369,HSPE1P4
29824,100287372,IGHV3OR16-13|IGHV3/OR16-13
29825,100287388,LIN28AP2
29826,100287399,POTEB2
29827,100287404,USP17L19
29828,100287419,CDK8P2
29829,100287441,USP17L20
29830,100287461,MTND1P8
29831,100287470,LINC00265-3P|NCRNA00265C|NCRNA00265-3P
29832,100287472,NPM1P31
29833,100287478,USP17L21
29834,100287482,SMKR1
29835,100287483,ELOCP28|TCEB1P28
29836,100287495,GCSHP4
29837,100287502,CSPG4P4Y|CSPG4P4|CSPG4P7Y
29838,100287505,BRWD1P2
29839,100287512,RPS3AP53
29840,100287513,USP17L22
29841,100287520,GLYATL1B|GLYATL1P3
29842,100287528,IGLL4P|IGLL4
29843,100287542,RAB9AP2
29844,100287551,HSPA8P8
29845,100287559,ADPGK-AS1
29846,100287567,TRMT112P7
29847,100287569,LINC00173|NCRNA00173|FLJ42957
29848,100287573,TOMM22P6
29849,100287577,RAB9AP3
29850,100287579,ELOCP22|TCEB1P22
29851,100287591,MTND1P22
29852,100287592,LINC02106
29853,100287596,DDX11L5
29854,100287603,SSXP10|psiSSX10
29855,100287606,TTTY28P
29856,100287616,LOXL1-AS1
29857,100287625,SUPT4H1P2
29858,100287630,PSAT1P4
29859,100287632,SELENOKP3
29860,100287635,KRT18P62
29861,100287639,MTHFD2P1
29862,100287647,PCMTD1P2
29863,100287680,SUB1P2
29864,100287682,EXTL2P1|EXTL2P
29865,100287692,ELOCP24|TCEB1P25|TCEB1P24
29866,100287708,CCDC58P2
29867,100287715,KRTAP9-12P
29868,100287718,ANKRD66
29869,100287722,AP4B1-AS1
29870,100287725,GAPDHP76
29871,100287735,TTTY13B
29872,100287745,MTATP6P2
29873,100287755,ATP5MC1P4|ATP5G1P4
29874,100287765,LINC00630
29875,100287768,COX6A1P3
29876,100287769,RBMY1GP|RBMY1G
29877,100287778,ELOCP20|TCEB1P20
29878,100287785,LINC00266-2P|NCRNA00266B|NCRNA00266-2P|NCRNA00266Y1
29879,100287814,LINC00582
29880,100287817,NDUFS5P4
29881,100287818,TTTY26P
29882,100287822,SETP10
29883,100287844,TTTY30P
29884,100287845,GOLGA6L16P
29885,100287868,NUTF2P7
29886,100287874,TTTY27P
29887,100287879,LINC00994
29888,100287880,NDUFA4P2|NDUFA4L|bcm1723
29889,100287887,RPL13AP25
29890,100287895,NARS1P2|NARSP2
29891,100287898,TTC34
29892,100287900,GM2AP2
29893,100287902,LGALS8-AS1
29894,100287905,TTTY31P
29895,100287908,ZNF519P2
29896,100287912,ANKRD11P1
29897,100287919,VN1R30P
29898,100287928,HADHBP1
29899,100287932,TIMM23|TIM23
29900,100287941,TTTY24P
29901,100287948,LINC01699|GM140
29902,100287960,HIGD1AP10
29903,100287964,ATP5MGP7|ATP5LP7
29904,100287965,TERF1P6
29905,100287979,TTTY13C
29906,100287985,RBX1P1
29907,100288008,PRR13P4
29908,100288013,NDUFA5P12
29909,100288022,VN1R33P
29910,100288031,BRK1P1
29911,100288035,NDUFA5P3
29912,100288038,HNRNPA1P28
29913,100288042,ZNF519P3
29914,100288072,SDR42E2
29915,100288077,WTAPP1
29916,100288083,CICP22
29917,100288111,BOLA3P1
29918,100288112,OR11J7P
29919,100288122,LDLRAD4-AS1
29920,100288125,NME2P3
29921,100288129,ADI1P3
29922,100288130,MTCL1P1|CCDC165P1|SOGA2P1
29923,100288142,NBPF20
29924,100288148,OR11J6P
29925,100288149,NDUFS5P3
29926,100288151,SREK1IP1P1
29927,100288152,SLC9A3-AS1|UC011CLY.2
29928,100288165,HMGN2P15
29929,100288170,UBE2V1P15
29930,100288173,TRMT112P4
29931,100288179,TSEN15P1
29932,100288181,LNCOC1|Lnc-OC1
29933,100288185,PPIAP1|PPIAP
29934,100288195,VN1R104P
29935,100288198,HMGN3-AS1
29936,100288222,ATP5MC1P8|ATP5G1P8
29937,100288227,MTND1P27
29938,100288235,HSPE1P10
29939,100288248,ZNHIT1P1
29940,100288250,ISCA1P5
29941,100288252,RPL10P1|RPL10P
29942,100288264,VN1R105P
29943,100288283,HNRNPA1P61
29944,100288287,KRTAP22-2|KAP22.2
29945,100288298,GCSHP2
29946,100288307,ATP5MDP1|USMG5P1
29947,100288319,AK3P5
29948,100288323,KRTAP21-3
29949,100288330,H2AZP5|H2AFZP5
29950,100288332,NPIPA5
29951,100288337,NDUFB5P1
29952,100288339,NDUFA5P6
29953,100288343,SLC25A14P1
29954,100288346,NCAM1-AS1
29955,100288378,LRRC34P1
29956,100288380,ULK4P2|FAM7A2|D-X
29957,100288397,RAB9AP4
29958,100288405,SFTPA3P|SFTPP1|SFTPAP1|COLEC6
29959,100288413,ERVMER34-1|envMER34
29960,100288420,NDUFB4P3
29961,100288425,EIF1P2
29962,100288428,LMCD1-AS1
29963,100288432,IL10RB-DT|IL10RB-AS1|IFNAR2-AS1
29964,100288436,SLC4A1APP1
29965,100288440,COX5BP5|COX5BL5
29966,100288451,RBBP4P5
29967,100288463,CUL1P1
29968,100288465,FAM197Y10
29969,100288470,REXO1L11P
29970,100288483,HSBP1P2
29971,100288485,MTRNR2L7
29972,100288486,DDX11L9
29973,100288493,ELOCP5|TCEB1P5
29974,100288500,REXO1L10P
29975,100288503,SMIM12P1
29976,100288506,PNPT1P1
29977,100288513,TUBB3P1
29978,100288517,ISCA1P2
29979,100288520,USP17L15
29980,100288524,FOXL3-OT1
29981,100288527,REXO1L2P
29982,100288533,RPL14P6
29983,100288540,POM121B
29984,100288543,FOLR3P1
29985,100288560,MRPS18CP7
29986,100288563,HMGB3P23
29987,100288580,ACTR3P1
29988,100288584,CCDC34P1
29989,100288596,SNRPCP1
29990,100288610,LINC00268-2P|NCRNA00268B|NCRNA00268-2P
29991,100288613,UBE2NP1
29992,100288615,WHAMMP1|WHDC1P1
29993,100288654,NDUFB4P1
29994,100288659,ZNF317P1
29995,100288661,SUB1P4
29996,100288663,ARPC1BP1
29997,100288667,CICP7
29998,100288687,DUX4
29999,100288690,FAM21FP
30000,100288691,HMGN2P8|HMGN2L8|AC022394.1
30001,100288695,LIMS4|LIMS3L
30002,100288702,ARL6IP1P1|ARL6IPP1
30003,100288711,DUX4L9
30004,100288713,PMS2P10|PMS2L10|PMSR4
30005,100288726,HSPE1P20
30006,100288730,PAN3-AS1
30007,100288739,SPCS2P3
30008,100288742,H2BC2P|HIST1H2BPS1|bA317E16.4|H2BFVP
30009,100288757,SUMO2P4
30010,100288772,CCT7P2
30011,100288774,AGGF1P10
30012,100288778,WASH8P
30013,100288785,UQCRBP3
30014,100288797,TMEM239
30015,100288801,FRG2C
30016,100288802,RPL23AP93
30017,100288805,HYDIN2|HYDINP1
30018,100288806,CDC27P8
30019,100288814,CLDN34
30020,100288825,TTC39CP1
30021,100288827,CYP4F25P|CYP4F-se1[6:8]
30022,100288831,SRGAP3-AS3
30023,100288841,RBPJP5
30024,100288842,B3GNT10
30025,100288843,NAPGP1
30026,100288861,TRMT112P1
30027,100288868,KRT18P63
30028,100288870,ERLEC1P1
30029,100288885,DYNLL1P6
30030,100288892,COX6CP4
30031,100288897,FAR2P3
30032,100288904,CICP11
30033,100288911,CRIM1-DT
30034,100288948,BRD7P1|BRD7P
30035,100288950,MTND1P25
30036,100288960,PRSS43P|PRSS43|TESSP3
30037,100288964,FABP5P5|FABP5L5
30038,100288971,ADI1P2
30039,100288974,BMS1P21
30040,100288979,DCAF13P2
30041,100288984,MTND1P3
30042,100288998,MTND1P15
30043,100289017,MOXD2P|MOXD2
30044,100289019,SLC25A25-AS1|HRCEG
30045,100289027,CDK2AP2P1
30046,100289028,BNIP3P4
30047,100289034,RPL23AP88
30048,100289047,DNAJB6P2
30049,100289051,CYB5AP5|CYB5P5
30050,100289059,DMAC1P1|TMEM261P1
30051,100289061,ADAMTSL4-AS2
30052,100289087,TSPY10
30053,100289092,ATP2A1-AS1
30054,100289095,BCL2L12P1
30055,100289097,FRG1CP
30056,100289099,RPL30P16
30057,100289102,EIF4A1P8
30058,100289124,FAM27E2|FAM27E1
30059,100289131,COX6CP6
30060,100289133,KRT8P32
30061,100289137,FAM95C
30062,100289141,H3P20|p58
30063,100289150,FAM197Y5|FAM197Y5P
30064,100289158,HMGB3P13
30065,100289170,COX20P2
30066,100289178,GNG12-AS1
30067,100289184,RPL22P23
30068,100289185,TERF1P8
30069,100289186,SDHDP1
30070,100289187,TMEM225B
30071,100289188,FAM197Y4|FAM197Y4P
30072,100289191,HMGN3P1
30073,100289211,LINC00624
30074,100289220,LTV1P1
30075,100289237,CEP164P1
30076,100289244,PPIAP79
30077,100289255,TMEM238L|LINC00675
30078,100289259,ZFYVE9P1
30079,100289264,RPL7P60
30080,100289265,FAM197Y1|FAM197Y1P
30081,100289274,DNAJC3-DT|DNAJC3-AS1
30082,100289279,CNTNAP3C
30083,100289280,CUBNP2
30084,100289286,HNRNPA1P58
30085,100289295,NUP58P1|NUPL1P1
30086,100289300,HIGD1AP5
30087,100289303,TUBAP12
30088,100289315,NME2P2
30089,100289319,KRT8P43
30090,100289341,MAN1B1-DT|MAN1B1-AS1
30091,100289360,HIGD2AP1
30092,100289371,MTCO3P22
30093,100289373,UBAC2-AS1
30094,100289380,PTP4A1P5
30095,100289383,CICP25
30096,100289388,KCTD21-AS1
30097,100289404,MTCO2P22
30098,100289410,MCF2L-AS1
30099,100289414,PHBP9
30100,100289419,CTF2P|NP
30101,100289448,REXO1L12P
30102,100289450,SLC7A15P
30103,100289462,DEFB4B|DEFB4P
30104,100289475,LDHBP1|LDHBL1
30105,100289489,MICOS10P2|MINOS1P2
30106,100289501,FTLP11
30107,100289509,KCNIP2-AS1
30108,100289545,H3C9P|HIST1H3PS1|dJ45P21.6|H3F3AP1|p36
30109,100289564,SNRPCP18
30110,100289574,HERC2P4|D16F37S5
30111,100289579,NDUFA5P9
30112,100289581,DUX4L13
30113,100289584,NPM1P40
30114,100289607,HSPE1P22
30115,100289619,TRIAP1P1|C10orf135|bA748L13.4
30116,100289623,UBE2V1P14
30117,100289635,ZNF605
30118,100289640,PPATP1
30119,100289643,HSPA8P16
30120,100289644,PRR13P7
30121,100289650,PSG8-AS1
30122,100289662,COX6B1P5
30123,100289663,STMN1P2
30124,100289667,POLR3KP1
30125,100289673,LINC01848
30126,100289678,ZNF783|DKFZp667J212
30127,100289682,HMGN2P13
30128,100289683,ERVH-3|HERV-H/F|TCONS_l2_00025412
30129,100291105,RBM38-AS1
30130,100292290,HSPE1P8
30131,100292680,LINC00942
30132,100293090,MTND4P12
30133,100293516,ZNF587B
30134,100293948,ATG12P2
30135,100294362,RNF213-AS1
30136,100302090,DDX11L8
30137,100302111,MIR1184-1|MIRN1184|MIR1184|hsa-mir-1184
30138,100302112,MIR1284|MIRN1284|hsa-mir-1284
30139,100302113,MIR1200|MIRN1200|hsa-mir-1200
30140,100302114,MIR513C|MIRN513C|hsa-mir-513c
30141,100302115,MIR1468|MIRN1468|hsa-mir-1468
30142,100302116,MIR1265|MIRN1265|hsa-mir-1265
30143,100302117,MIR320B1|MIRN320B1|hsa-mir-320b-1
30144,100302118,MIR1286|MIRN1286|hsa-mir-1286
30145,100302119,MIR1538|MIRN1538|hsa-mir-1538
30146,100302121,MIR1276|MIRN1276|hsa-mir-1276
30147,100302122,MIR1183|MIRN1183|hsa-mir-1183
30148,100302123,MIR1275|MIRN1275|hsa-mir-1275
30149,100302124,MIR1288|MIRN1288|hsa-mir-1288
30150,100302125,MIR1289-1|MIRN1289-1|hsa-mir-1289-1
30151,100302126,MIR1471|MIRN1471|hsa-mir-1471
30152,100302127,MIR1470|MIRN1470|hsa-mir-1470
30153,100302128,MIR1302-3|MIRN1302-3|hsa-mir-1302-3
30154,100302129,MIR1915|MIRN1915|hsa-mir-1915
30155,100302130,MIR1302-4|MIRN1302-4|hsa-mir-1302-4
30156,100302131,MIR302F|MIRN302F|hsa-mir-302f
30157,100302132,MIR1182|MIRN1182|hsa-mir-1182
30158,100302133,MIR1287|MIRN1287|hsa-mir-1287
30159,100302134,MIR1289-2|MIRN1289-2|hsa-mir-1289-2
30160,100302135,MIR320C1|MIRN320C1|hsa-mir-320c-1
30161,100302136,MIR1252|MIRN1252|hsa-mir-1252
30162,100302137,MIR1914|MIRN1914|hsa-mir-1914
30163,100302138,MIR1292|MIRN1292|hsa-mir-1292
30164,100302139,MIR1537|MIRN1537|hsa-mir-1537
30165,100302140,MIR1302-6|MIRN1302-6|hsa-mir-1302-6
30166,100302141,MIR1913|MIRN1913|hsa-mir-1913
30167,100302142,MIR1246|MIRN1246|hsa-mir-1246
30168,100302143,MIR1248|MIRN1248|hsa-mir-1248
30169,100302144,MIR1912|MIRN1912|hsa-mir-1912
30170,100302145,MIR1247|MIRN1247|hsa-mir-1247
30171,100302146,MIR1302-5|MIRN1302-5|hsa-mir-1302-5
30172,100302147,MIR1302-7|MIRN1302-7|hsa-mir-1302-7
30173,100302148,MIR1263|MIRN1263|hsa-mir-1263
30174,100302149,MIR1249|MIRN1249|hsa-mir-1249
30175,100302150,MIR1296|MIRN1296|hsa-mir-1296
30176,100302152,MIR548N|MIRN548N|hsa-mir-548n
30177,100302153,MIR1298|MIRN1298|hsa-mir-1298
30178,100302155,MIR1256|MIRN1256|hsa-mir-1256
30179,100302156,MIR1229|MIRN1229|hsa-mir-1229
30180,100302157,MIR1185-1|MIRN1185-1|hsa-mir-1185-1
30181,100302158,MIR1231|MIRN1231|hsa-mir-1231
30182,100302159,MIR548F3|MIRN548F3|hsa-mir-548f-3
30183,100302160,MIR1233-1|MIRN1233|MIR1233|hsa-mir-1233
30184,100302161,MIR1205|MIRN1205|hsa-mir-1205
30185,100302163,MIR1278|MIRN1278|hsa-mir-1278
30186,100302164,MIR2113|hsa-mir-2113
30187,100302166,MIR1322|MIRN1322|hsa-mir-1322
30188,100302167,MIR1299|MIRN1299|hsa-mir-1299
30189,100302168,MIR1257|MIRN1257|hsa-mir-1257
30190,100302169,MIR320D2|MIRN320D2|hsa-mir-320d-2
30191,100302170,MIR1206|MIRN1206|hsa-mir-1206
30192,100302171,MIR1321|MIRN1321|hsa-mir-1321
30193,100302172,MIR1258|MIRN1258|hsa-mir-1258
30194,100302174,MIR1307|MIRN1307|hsa-mir-1307
30195,100302175,MIR1207|MIRN1207|hsa-mir-1207
30196,100302177,MIR1269A|MIRN1269|MIR1269|hsa-mir-1269
30197,100302178,MIR1295A|MIRN1295|MIR1295|hsa-mir-1295
30198,100302179,MIR1270|MIRN1270|MIR1270-2|MIR1270-1|hsa-mir-1270|hsa-mir-1270-2
30199,100302181,MIR1294|MIRN1294|hsa-mir-1294
30200,100302182,MIR1279|MIRN1279|hsa-mir-1279
30201,100302183,MIR1825|MIRN1825|hsa-mir-1825
30202,100302184,MIR1272|MIRN1272|hsa-mir-1272
30203,100302185,MIR1204|hsa-mir-1204
30204,100302186,MIR548I3|MIRN548I3|hsa-mir-548i-3
30205,100302187,MIR1297|MIRN1297|hsa-mir-1297
30206,100302188,MIR1243|MIRN1243|hsa-mir-1243
30207,100302190,MIR1976|hsa-mir-1976
30208,100302191,MIR548I4|MIRN548I4|hsa-mir-548i-4
30209,100302192,MIR548F1|MIRN548F1|hsa-mir-548f-1
30210,100302193,MIR1255A|MIRN1255A|hsa-mir-1255a
30211,100302195,MIR320C2|MIRN320C2|hsa-mir-320c-2
30212,100302196,MIR1234|MIRN1234|hsa-mir-1234
30213,100302197,MIR1306|MIRN1306|hsa-mir-1306
30214,100302201,MIR1228|MIRN1228|hsa-mir-1228
30215,100302202,MIR1266|MIRN1266|hsa-mir-1266
30216,100302203,MIR1271|MIRN1271|hsa-mir-1271
30217,100302204,MIR548I1|MIRN548I1|hsa-mir-548i-1
30218,100302205,MIR1283-2|MIRN1283-2|hsa-mir-1283-2
30219,100302208,MIR1253|MIRN1253|hsa-mir-1253
30220,100302209,MIR1185-2|MIRN1185-2|hsa-mir-1185-2
30221,100302210,MIR1909|MIRN1909|hsa-mir-1909
30222,100302211,MIR1203|MIRN1203|hsa-mir-1203
30223,100302212,MIR1324|MIRN1324|hsa-mir-1324
30224,100302213,MIR1181|MIRN1181|hsa-mir-1181
30225,100302214,MIR1277|MIRN1277|hsa-mir-1277
30226,100302217,MIR1827|MIRN1827|hsa-mir-1827
30227,100302218,MIR1285-1|MIRN1285-1|hsa-mir-1285-1
30228,100302219,MIR1245A|MIRN1245|MIR1245|hsa-mir-1245
30229,100302220,MIR1293|MIRN1293|hsa-mir-1293
30230,100302221,MIR1291|MIRN1291|hsa-mir-1291
30231,100302222,MIR1911|MIRN1911|hsa-mir-1911
30232,100302223,MIR1302-8|MIRN1302-8|hsa-mir-1302-8
30233,100302224,MIR2110|hsa-mir-2110
30234,100302225,MIR2053|hsa-mir-2053
30235,100302226,MIR1238|MIRN1238|hsa-mir-1238
30236,100302227,MIR1302-1|MIRN1302-1|hsa-mir-1302-1
30237,100302228,MIR1261|MIRN1261|hsa-mir-1261
30238,100302229,MIR1250|MIRN1250|hsa-mir-1250
30239,100302232,MIR1226|MIRN1226|hsa-mir-1226
30240,100302233,MIR1268A|MIRN1268|MIR1268|hsa-mir-1268
30241,100302234,MIR664A|MIRN664|MIR664|hsa-mir-664
30242,100302235,MIR1179|MIRN1179|hsa-mir-1179
30243,100302236,MIR1260A|MIRN1260|MIR1260|hsa-mir-1260
30244,100302237,MIR1281|MIRN1281|hsa-mir-1281
30245,100302238,MIR103B1|MIRN103-1AS|MIR103-1AS|hsa-mir-103-1-as|hsa-mir-103b-1
30246,100302239,MIR548F5|MIRN548F5|hsa-mir-548f-5
30247,100302240,MIR1304|MIRN1304|hsa-mir-1304
30248,100302242,MIR1236|MIRN1236|hsa-mir-1236
30249,100302243,MIR1972-1|MIR1972|hsa-mir-1972
30250,100302246,MIR1301|MIRN1301|hsa-mir-1301
30251,100302250,MIR1197|MIRN1197|hsa-mir-1197
30252,100302251,MIR1264|MIRN1264|hsa-mir-1264
30253,100302254,MIR1282|MIRN1282|hsa-mir-1282
30254,100302255,MIR1323|MIRN1323|hsa-mir-1323
30255,100302256,MIR1180|MIRN1180|hsa-mir-1180
30256,100302257,MIR1539|MIRN1539|hsa-mir-1539
30257,100302258,MIR1469|MIRN1469|hsa-mir-1469
30258,100302259,MIR1202|MIRN1202|hsa-mir-1202
30259,100302260,MIR2052|hsa-mir-2052
30260,100302261,MIR1910|MIRN1910|hsa-mir-1910
30261,100302263,MIR1908|MIRN1908|hsa-mir-1908
30262,100302265,MIR1283-1|MIRN1283-1|hsa-mir-1283-1
30263,100302267,MIR2054|hsa-mir-2054
30264,100302268,MIR1285-2|MIRN1285-2|hsa-mir-1285-2
30265,100302270,MIR1305|MIRN1305|hsa-mir-1305
30266,100302274,MIR1178|MIRN1178|hsa-mir-1178
30267,100302275,MIR548L|MIRN548L|hsa-mir-548l
30268,100302276,MIR1290|MIRN1290|hsa-mir-1290
30269,100302277,MIR548I2|MIRN548I2|hsa-mir-548i-2
30270,100302278,MIR1302-2|MIRN1302-2|hsa-mir-1302-2
30271,100302279,MIR1262|MIRN1262|hsa-mir-1262
30272,100302280,MIR1237|MIRN1237|hsa-mir-1237
30273,100302281,MIR1208|MIRN1208|hsa-mir-1208
30274,100302282,MIR103B2|MIRN103-2AS|MIR103-2AS|hsa-mir-103-2-as|hsa-mir-103b-2
30275,100302283,MIR1227|MIRN1227|hsa-mir-1227
30276,100302284,MIR1303|MIRN1303|hsa-mir-1303
30277,100302285,MIR1244-1|MIRN1244|MIR1244|hsa-mir-1244
30278,100302286,MIR1267|MIRN1267|hsa-mir-1267
30279,100302287,MIR548H3|MIRN548H3|hsa-mir-548h-3
30280,100302288,MIR548P|MIRN548P|hsa-mir-548p
30281,100302289,MIR1251|MIRN1251|hsa-mir-1251
30282,100302290,MIR1973|hsa-mir-1973
30283,100302401,RASAL2-AS1
30284,100302522,PTCSC1|PTCSC|AK023948|NCRNA00197
30285,100302526,FAM41AY2
30286,100302640,LINC00882
30287,100302650,BABAM2-AS1|BRE-AS1
30288,100302652,GPR75-ASB3
30289,100302657,DDX11L3
30290,100302666,CSPG4P13
30291,100302689,GPN3P1
30292,100302690,DLG2-AS1|DLG2AS|DLG2-AS|PSZA11q14|SZ-1
30293,100302691,LINC00184|NCRNA00184|HANC
30294,100302692,FTX|NCRNA00182|MIR374AHG|LINC00182|FLJ33139
30295,100302736,TMED7-TICAM2
30296,100302737,ZNF861P
30297,100302738,RNU6-21P|RNU6-21
30298,100302739,PCNA-AS1|PCNAAS|PCNA-AS
30299,100302740,FAS-AS1|FASAS|FAS-AS|SAF
30300,100302741,RNU6-15P|RNU6-15
30301,100302742,RNU6-42P|RNU6-42
30302,100302743,SNORA80B|ACA67B
30303,100302746,NCRUPAR|ncR-uPAR|NCRNA00193
30304,100302751,NCLP1
30305,100303453,TSNAX-DISC1
30306,100303491,ZEB2-AS1|ZEB2AS|ZEB2-AS|ZEB2NAT
30307,100303728,SLC25A5-AS1
30308,100303743,LSM3P5
30309,100303745,LSM3P2
30310,100303748,LSM3P1
30311,100303755,PET117|CSRP2BP
30312,100306951,PITPNA-AS1
30313,100306975,NDUFAF4P1
30314,100307126,CHMP4BP1
30315,100309464,OTX2-AS1|OTX2OS1
30316,100310812,SPDYE2B
30317,100310838,VDAC1P3
30318,100310839,VDAC1P7
30319,100310840,VDAC1P8
30320,100310841,VDAC1P11
30321,100310842,RBPJP1|IGKJRBP1|RBPSUHP1
30322,100310846,ANKRD61
30323,100310848,SNRPCP4
30324,100310849,SNRPCP19
30325,100310850,SNRPCP11
30326,100310851,SNRPCP8
30327,100310852,SNRPCP7
30328,100310853,SNRPCP9
30329,100310854,SNRPCP12
30330,100310855,SNRPCP14
30331,100310856,SNRPCP6
30332,100310857,SNRPCP15
30333,100310869,IGKV2OR2-7D|IGKV2/OR2-7D
30334,100312774,VN1R56P
30335,100312775,VN1R20P
30336,100312781,VN1R24P
30337,100312782,VN1R25P
30338,100312783,VN1R26P
30339,100312784,VN1R27P
30340,100312785,VN1R28P
30341,100312786,VN1R29P
30342,100312787,VN1R31P
30343,100312788,VN1R32P
30344,100312789,VN1R35P
30345,100312790,VN1R36P
30346,100312791,VN1R39P
30347,100312792,VN1R40P
30348,100312793,VN1R41P
30349,100312794,VN1R42P
30350,100312795,VN1R43P
30351,100312796,VN1R45P
30352,100312797,VN1R47P
30353,100312798,VN1R48P
30354,100312799,VN1R49P|VN1R50P
30355,100312801,VN1R51P
30356,100312802,VN1R52P
30357,100312803,VN1R110P
30358,100312804,VN1R15P
30359,100312805,VN1R16P
30360,100312806,VN1R53P
30361,100312807,VN1R54P
30362,100312808,VN1R55P
30363,100312809,VN1R57P
30364,100312810,VN1R58P
30365,100312811,VN1R59P
30366,100312812,VN1R60P
30367,100312813,VN1R61P
30368,100312814,VN1R62P
30369,100312815,VN1R63P
30370,100312816,VN1R69P
30371,100312817,VN1R71P
30372,100312818,VN1R73P
30373,100312819,VN1R74P
30374,100312820,VN1R75P
30375,100312821,VN1R76P
30376,100312822,VN1R77P
30377,100312823,VN1R78P
30378,100312824,VN1R79P
30379,100312825,VN1R80P
30380,100312826,VN1R81P
30381,100312827,VN1R82P
30382,100312828,VN1R83P
30383,100312829,VN1R84P
30384,100312830,VN1R85P
30385,100312831,VN1R86P
30386,100312832,VN1R87P
30387,100312833,VN1R88P
30388,100312834,VN1R89P
30389,100312835,VN1R90P
30390,100312836,VN1R91P
30391,100312837,VN1R92P
30392,100312838,VN1R93P
30393,100312839,VN1R94P
30394,100312840,VN1R97P
30395,100312841,VN1R98P
30396,100312842,VN1R99P
30397,100312843,VN1R19P
30398,100312844,VN1R22P
30399,100312845,VN1R23P
30400,100312846,VN1R100P
30401,100312847,VN1R102P
30402,100312848,VN1R106P
30403,100312849,VN1R107P
30404,100312850,VN1R108P
30405,100312851,VN1R109P
30406,100312852,VN1R111P
30407,100312853,VN1R72P
30408,100312854,VN1R112P
30409,100312855,VN1R44P
30410,100312985,IGKV1OR15-118|IGKVP2|IGKV1/OR-118|IGKV1/OR15-118
30411,100313532,MFSD1P1
30412,100313769,MIR320B2|MIRN320B2|hsa-mir-320b-2
30413,100313770,MIR548K|MIRN548K|hsa-mir-548k
30414,100313771,MIR548F2|MIRN548F2|hsa-mir-548f-2
30415,100313772,MIR548M|MIRN548M|hsa-mir-548m
30416,100313773,MIR548H2|MIRN548H2|hsa-mir-548h-2
30417,100313774,MIR302E|MIRN302E|hsa-mir-302e
30418,100313777,MIR670|hsa-mir-670
30419,100313778,MIR759|hsa-mir-759
30420,100313779,MIR2117|hsa-mir-2117
30421,100313780,MIR2278|hsa-mir-2278
30422,100313781,MIR718|hsa-mir-718
30423,100313782,PIRC7
30424,100313783,PIRC10
30425,100313784,PIRC14
30426,100313785,PIRC20
30427,100313786,PIRC23
30428,100313787,PIRC31
30429,100313788,PIRC38
30430,100313789,PIRC42
30431,100313790,PIRC48
30432,100313791,PIRC52
30433,100313792,PIRC55
30434,100313793,PIRC63
30435,100313794,PIRC65
30436,100313795,PIRC73
30437,100313796,PIRC76
30438,100313797,PIRC79
30439,100313798,PIRC90
30440,100313799,PIRC94
30441,100313800,PIRC96
30442,100313801,PIRC104
30443,100313802,PIRC107
30444,100313803,PIRC112
30445,100313806,MIR1255B1|MIRN1255B1|hsa-mir-1255b-1
30446,100313807,PIRC4
30447,100313808,PIRC12
30448,100313809,PIRC17
30449,100313810,PIRC24
30450,100313811,PIRC32
30451,100313812,PIRC37
30452,100313813,PIRC45
30453,100313814,PIRC50
30454,100313815,PIRC54
30455,100313816,PIRC62
30456,100313817,PIRC67
30457,100313818,PIRC71
