#host-protein-ID,NCBI-gene-ID,host-protein
3466,4696,NDUFA3|B9
3467,4697,NDUFA4|MLRQ|CI-9k|COXFA4
3468,4698,NDUFA5|B13|NUFM|CI-13KD-B|UQOR13|CI-13kB
3469,4699,NDUFA5P1
3470,4700,NDUFA6|B14|LYRM6|CI-B14|NADHB14
3471,4701,NDUFA7|B14.5a
3472,4702,NDUFA8|PGIV|MGC793
3473,4703,NEB|NEM2|NEB177D
3474,4704,NDUFA9|NDUFS2L|SDR22E1|CI-39k|COQ11
3475,4705,NDUFA10|CI-42k
3476,4706,NDUFAB1|SDAP|FASN2A|ACP|ACP1
3477,4707,NDUFB1|MNLL|CI-MNLL
3478,4708,NDUFB2|AGGG|CI-AGGG
3479,4709,NDUFB3|B12
3480,4710,NDUFB4|B15
3481,4711,NDUFB5|SGDH|CI-SGDH|MGC12314
3482,4712,NDUFB6|B17|CI
3483,4713,NDUFB7|B18|CI-B18|MGC2480
3484,4714,NDUFB8|ASHI|CI-ASHI
3485,4715,NDUFB9|B22|UQOR22|LYRM3
3486,4716,NDUFB10|PDSW
3487,4717,NDUFC1|KFYI
3488,4718,NDUFC2|B14.5b|HLC-1
3489,4719,NDUFS1|CI-75k
3490,4720,NDUFS2|CI-49
3491,4722,NDUFS3|CI-30
3492,4723,NDUFV1|CI-51K
3493,4724,NDUFS4|AQDQ|CI-18
3494,4725,NDUFS5|CI-15k
3495,4726,NDUFS6|CI-13kA
3496,4728,NDUFS8|TYKY|CI-23k
3497,4729,NDUFV2|CI-24k
3498,4730,NDUFV2P1
3499,4731,NDUFV3|CI-10k
3500,4733,DRG1|NEDD3
3501,4734,NEDD4|KIAA0093|MGC176705|NEDD4-1|RPF1
3502,4735,SEPTIN2|DIFF6|NEDD5|SEPT2|KIAA0158|hNedd5|Pnutl3
3503,4736,RPL10A|NEDD6|Csa-19|L10A
3504,4738,NEDD8|Nedd-8
3505,4739,NEDD9|HEF1|CAS-L|CASS2
3506,4741,NEFM|NEF3|NFM|NF-M
3507,4744,NEFH|NF-H|NFH
3508,4745,NELL1|IDH3GL|FLJ45906
3509,4747,NEFL|NFL|CMT1F|CMT2E|NF68|PPP1R110
3510,4750,NEK1|NY-REN-55|KIAA1901
3511,4751,NEK2|NLK1|NEK2A|RP67|PPP1R111
3512,4752,NEK3|HSPK36|MGC29949
3513,4753,NELL2|NRP2
3514,4756,NEO1|NGN|HsT17534|IGDCC2|NTN1R2
3515,4758,NEU1|NEU
3516,4759,NEU2|SIAL2
3517,4760,NEUROD1|NEUROD|BETA2|BHF-1|NeuroD|bHLHa3|MODY6
3518,4761,NEUROD2|NDRF|bHLHa1
3519,4762,NEUROG1|NEUROD3|AKA|Math4C|ngn1|bHLHa6
3520,4763,NF1
3521,4764,NF1P3|NF1L1
3522,4768,NF1P5|NF1L5
3523,4771,NF2|merlin|ACN|SCH|BANF
3524,4772,NFATC1|NF-ATC|NFATc|NFAT2
3525,4773,NFATC2|NF-ATP|NFATp|NFAT1
3526,4774,NFIA|NFI-L|KIAA1439
3527,4775,NFATC3|NFAT4|NFATX
3528,4776,NFATC4|NFAT3
3529,4778,NFE2|NF-E2
3530,4779,NFE2L1|TCF11|NRF1|LCR-F1|FLJ00380
3531,4780,NFE2L2|NRF2
3532,4781,NFIB|NFI-RED|NFIB2|NFIB3
3533,4782,NFIC|NFI|CTF|NF-I|CTF5
3534,4783,NFIL3|IL3BP1|E4BP4|NFIL3A|NF-IL3A
3535,4784,NFIX|NF1A
3536,4790,NFKB1|KBF1|p105|NFKB-p50|p50|NF-kappaB|NFkappaB|NF-kB1
3537,4791,NFKB2|LYT-10|p52|p105|NF-kB2|p49/p100
3538,4792,NFKBIA|NFKBI|IKBA|MAD-3|IkappaBalpha
3539,4793,NFKBIB|IKBB|TRIP9
3540,4794,NFKBIE|IKBE
3541,4795,NFKBIL1|NFKBIL|IKBL
3542,4796,TONSL|NFKBIL2|IKBR
3543,4798,NFRKB|DKFZp547B2013|INO80G
3544,4800,NFYA|HAP2|CBF-B|NF-YA
3545,4801,NFYB|CBF-A|HAP3|NF-YB
3546,4802,NFYC|CBF-C|NF-YC
3547,4803,NGF|NGFB
3548,4804,NGFR|TNFRSF16|CD271|p75NTR
3549,4807,NHLH1|HEN1|NSCL|NSCL1|bHLHa35
3550,4808,NHLH2|HEN2|NSCL2|bHLHa34
3551,4809,SNU13|SSFA1|NHP2L1|FA-1|SPAG12|SNRNP15-5|15.5K
3552,4810,NHS
3553,4811,NID1|NID|entactin
3554,4814,NINJ1|NIN1
3555,4815,NINJ2
3556,4817,NIT1
3557,4818,NKG7|GIG1|GMP-17
3558,4820,NKTR|p104
3559,4821,NKX2-2|NKX2B|NKX2.2
3560,4824,NKX3-1|NKX3A|NKX3.1|BAPX2
3561,4825,NKX6-1|NKX6A|Nkx6.1
3562,4826,NNAT|Peg5
3563,4828,NMB|MGC2277|MGC3936|MGC17211
3564,4829,NMBR|BB1|BB1R
3565,4830,NME1|NM23|NM23-H1|NDPKA
3566,4831,NME2|NM23-H2|NDPKB
3567,4832,NME3|DR-nm23|NM23-H3|NDPKC
3568,4833,NME4|nm23-H4|NM23H4|NDPKD
3569,4835,NQO2|NMOR2|QR2|DHQV|DIA6
3570,4836,NMT1|NMT
3571,4837,NNMT
3572,4838,NODAL
3573,4839,NOP2|NOL1|NOP120|NSUN1|p120
3574,4841,NONO|NRB54|NMT55|P54NRB|P54|PPP1R114
3575,4842,NOS1|NOS|nNOS
3576,4843,NOS2|NOS2A|iNOS|NOS|HEP-NOS
3577,4846,NOS3|ECNOS|eNOS
3578,4848,CNOT2|NOT2|CDC36|NOT2H
3579,4849,CNOT3|NOT3|NOT3H|KIAA0691|LENG2
3580,4850,CNOT4|NOT4|CLONE243|NOT4H
3581,4851,NOTCH1|TAN1
3582,4852,NPY|PYY4
3583,4853,NOTCH2
3584,4854,NOTCH3|CADASIL|CASIL
3585,4855,NOTCH4|INT3
3586,4856,CCN3|NOV|IGFBP9
3587,4857,NOVA1|NOVA-1
3588,4858,NOVA2|NOVA3|ANOVA|NOVA-2
3589,4860,PNP|NP|PUNP
3590,4861,NPAS1|MOP5|PASD5|bHLHe11
3591,4862,NPAS2|MOP4|PASD4|bHLHe9
3592,4863,NPAT|E14|p220
3593,4864,NPC1|SLC65A1
3594,4867,NPHP1|NPH1|JBTS4|SLSN1
3595,4868,NPHS1|CNF|NPHN
3596,4869,NPM1|B23|NPM
3597,4870,NPM1P1|NPMP1|NG1-1.6
3598,4871,NPM1P2|NPMP2|NG2-6
3599,4872,NPM1P3|NPMP3|NPM1P15|NG3-3
3600,4874,NPM1P5|NPMP5|NG5-4
3601,4875,NPM1P6|NPMP6|NG6-4
3602,4878,NPPA|ANP|PND
3603,4879,NPPB
3604,4880,NPPC|CNP
3605,4881,NPR1|ANPRA|NPRA|GUCY2A|ANPa
3606,4882,NPR2|ANPRB|NPRB|AMDM|GUCY2B|ANPb
3607,4883,NPR3|NPRC|ANPRC|C5orf23|GUCY2B|FLJ14054
3608,4884,NPTX1
3609,4885,NPTX2
3610,4886,NPY1R|NPYR
3611,4887,NPY2R
3612,4888,NPY6R|PP2|NPY1RL|NPY6RP
3613,4889,NPY5R|NPYR5
3614,4891,SLC11A2|NRAMP2|DCT1|DMT1
3615,4892,NRAP
3616,4893,NRAS|N-ras
3617,4897,NRCAM|KIAA0343|Bravo
3618,4898,NRDC|NRD1|hNRD1|hNRD2
3619,4899,NRF1|EWG|ALPHA-PAL
3620,4900,NRGN|RC3
3621,4901,NRL|D14S46E|RP27|NRL-MAF
3622,4902,NRTN|NTN
3623,4904,YBX1|NSEP1|YB-1|YB1|DBPB|NSEP-1|MDR-NF1|BP-8|CSDB|CSDA2
3624,4905,NSF|SKD2|SEC18
3625,4907,NT5E|NT5|CD73|eN|eNT|CALJA
3626,4908,NTF3|NGF2
3627,4909,NTF4|NTF5|NT-4/5|GLC1O
3628,4910,NTF6A|NTF6|PSI-NT4|NTF5P
3629,4911,NTF6B
3630,4912,NTF6G
3631,4913,NTHL1|NTH1|OCTS3
3632,4914,NTRK1|TRK|TRKA|MTC
3633,4915,NTRK2|TRKB
3634,4916,NTRK3|TRKC
3635,4917,NTN3|NTN2L
3636,4919,ROR1|NTRKR1
3637,4920,ROR2|NTRKR2|BDB|BDB1
3638,4921,DDR2|TYRO10|NTRKR3|TKT
3639,4922,NTS
3640,4923,NTSR1|NTR
3641,4924,NUCB1|NUC|Calnuc
3642,4925,NUCB2|NEFA
3643,4926,NUMA1
3644,4927,NUP88|MGC8530
3645,4928,NUP98|NUP96|Nup98-Nup96|Nup98-96
3646,4931,NVL|NVL2
3647,4935,GPR143|OA1
3648,4938,OAS1|OIAS|OIASI|IFI-4
3649,4939,OAS2
3650,4940,OAS3
3651,4942,OAT|HOGA
3652,4943,TBC1D25|OATL1
3653,4945,OATP1|OATL3
3654,4946,OAZ1|OAZ|AZI|MGC138338|AZ1
3655,4947,OAZ2
3656,4948,OCA2|D15S12|P|EYCL3|EYCL2|BEY2|EYCL|BEY|BEY1
3657,4951,OCM2
3658,4952,OCRL|OCRL1|Dent-2
3659,4953,ODC1|ODC
3660,4954,ODCP|ODC2
3661,4956,ODF1|ODFPG|ODF27|RT7|HSPB10|CT133
3662,4957,ODF2|ODF84|CT134
3663,4958,OMD|osteoadherin|SLRR2C
3664,4967,OGDH|E1k|OGDC-E1|OGDH2|KGD1
3665,4968,OGG1|HMMH|HOGG1|OGH1|MUTM
3666,4969,OGN|mimecan|OIF|SLRR3A
3667,4973,OLR1|LOX-1|SCARE1|CLEC8A
3668,4974,OMG|OMGP
3669,4975,OMP
3670,4976,OPA1|NTG|KIAA0567|FLJ12460|NPG|MGM1
3671,4978,OPCML|OPCM|OBCAM|IGLON1
3672,4982,TNFRSF11B|OPG|OCIF|TR1
3673,4983,OPHN1|MRX60|OPN1|ARHGAP41
3674,4985,OPRD1
3675,4986,OPRK1|KOR|OPRK
3676,4987,OPRL1|NOCIR|ORL1|OOR|KOR-3|NOPr
3677,4988,OPRM1|MOR1
3678,4990,SIX6|OPTX2|Six9
3679,4991,OR1D2|OLFR1|OR17-4
3680,4992,OR1F1|OR1F4|OR1F6|OR1F7|OR1F8|OR1F9|OR1F5|OR1F10|OR1F13P|Olfmf|OR16-36|OR16-37|OR16-88|OR16-89|OR16-90|OLFMF|OR3-145
3681,4993,OR2C1|OR2C2P|OLFmf3
3682,4994,OR3A1|OLFRA03|OR40|OR17-40
3683,4995,OR3A2|OLFRA04|OR228|OR17-228
3684,4998,ORC1|ORC1L|HSORC1|PARC1
3685,4999,ORC2|ORC2L
3686,5000,ORC4|ORC4L|HsORC4|Orc4p
3687,5001,ORC5|ORC5L|Orc5p|ORC5T|PPP1R117
3688,5002,SLC22A18|ORCTL2|BWSCR1A|IMPT1|SLC22A1L|BWR1A|TSSC5|ITM
3689,5003,SLC22A18AS|BWSCR1B|ORCTL2S|SLC22A1LS|BWR1B|p27-BWR1B
3690,5004,ORM1
3691,5005,ORM2|AGP-B|AGP-B'|AGP2
3692,5007,OSBP|OSBP1
3693,5008,OSM|MGC20461
3694,5009,OTC
3695,5010,CLDN11|OTM|OSP
3696,5013,OTX1
3697,5015,OTX2
3698,5016,OVGP1|MUC9|CHIT5
3699,5017,OVOL1|HOVO1
3700,5018,OXA1L|MGC133129|OXA1
3701,5019,OXCT1|OXCT|SCOT
3702,5020,OXT|OT|OXT-NPI|OT-NPI
3703,5021,OXTR
3704,5023,P2RX1|P2X1
3705,5024,P2RX3|P2X3
3706,5025,P2RX4|P2X4
3707,5026,P2RX5|P2X5|LRH-1
3708,5027,P2RX7|P2X7|MGC20089
3709,5028,P2RY1|P2Y1|SARCC
3710,5029,P2RY2|P2U
3711,5030,P2RY4|NRU|P2Y4|UNR|P2P
3712,5031,P2RY6|P2Y6
3713,5032,P2RY11|P2Y11
3714,5033,P4HA1|P4HA|C-P4Halpha(I)
3715,5034,P4HB|PO4DB|ERBA2L|PDIA1|PROHB|DSI|GIT|PDI|PO4HB|P4Hbeta
3716,5036,PA2G4
3717,5037,PEBP1|PBP|RKIP|HCNP|PEBP
3718,5042,PABPC3|PABPL3|PABP3|tPABP
3719,5043,PABX
3720,5044,PABY
3721,5045,FURIN|PCSK3|FUR|PACE|SPC1
3722,5046,PCSK6|PACE4|SPC4
3723,5047,PAEP|PEP|PP14|GdA|GdS|GdF|PAEG|GD|MGC138509|MGC142288
3724,5048,PAFAH1B1|MDCR|MDS|LIS1|PAFAH|NudF
3725,5049,PAFAH1B2
3726,5050,PAFAH1B3
3727,5051,PAFAH2|HSD-PLA2
3728,5052,PRDX1|PAGA|NKEFA
3729,5053,PAH|PH
3730,5054,SERPINE1|PLANH1|PAI1|PAI
3731,5055,SERPINB2|PLANH2|PAI2|HsT1201
3732,5058,PAK1
3733,5062,PAK2|PAK65|PAKgamma
3734,5063,PAK3|MRX30|MRX47|hPAK3|bPAK
3735,5064,PALM|KIAA0270|PALM1
3736,5066,PAM|PAL|PHM
3737,5067,CNTN3|PANG|BIG-1
3738,5068,REG3A|PAP|HIP|REG-III|REG3|PBCGF|PAP1
3739,5069,PAPPA|PAPP-A|PAPPA1|IGFBP-4ase|PAPA|ASBABP2|DIPLA1
3740,5071,PRKN|PARK2|PDJ|AR-JP|parkin
3741,5073,PARN|DAN
3742,5074,PAWR|par-4|PAR4
3743,5075,PAX1
3744,5076,PAX2
3745,5077,PAX3|WS1|HUP2
3746,5078,PAX4|MODY9
3747,5079,PAX5|BSAP
3748,5080,PAX6|AN1|AN2|D11S812E|AN|WAGR
3749,5081,PAX7|Hup1
3750,5082,PDCL|PhLP|DKFZp564M1863
3751,5083,PAX9
3752,5087,PBX1
3753,5088,PBX2P1|PBX2|PBXP1
3754,5089,PBX2|G17|HOX12|PBX2MHC
3755,5090,PBX3
3756,5091,PC|PCB
3757,5092,PCBD1|DCOH|PCBD|PCD
3758,5093,PCBP1|HNRPE1|hnRNP-E1|HNRPX|hnRNP-X
3759,5094,PCBP2|HNRPE2|hnRNP-E2|HNRNPE2
3760,5095,PCCA
3761,5096,PCCB
3762,5097,PCDH1|pc42
3763,5098,PCDHGC3|PCDH2|PC-43|PC43|PCDH-GAMMA-C3
3764,5099,PCDH7|BH-Pcdh|PPP1R120
3765,5100,PCDH8|PAPC|ARCADLIN
3766,5101,PCDH9
3767,5104,SERPINA5|PLANH3|PCI|PAI3|PROCI
3768,5105,PCK1|PEPCK-C
3769,5106,PCK2|PEPCK|PEPCK2
3770,5108,PCM1|PTC4
3771,5110,PCMT1
3772,5111,PCNA
3773,5116,PCNT|PCNT2|KEN|KIAA0402|PCN|PCNTB|SCKL4
3774,5118,PCOLCE|PCPE|PCPE1
3775,5119,CHMP1A|PRSM1|PCOLN3|KIAA0047|CHMP1|Vps46A
3776,5121,PCP4|PEP-19
3777,5122,PCSK1|NEC1|PC1|PC3|SPC3
3778,5125,PCSK5|PC5|PC6|SPC6
3779,5126,PCSK2|NEC2|PC2|SPC2
3780,5127,CDK16|PCTK1|PCTAIRE|PCTAIRE1|PCTGAIRE|FLJ16665
3781,5128,CDK17|PCTK2|PCTAIRE2
3782,5129,CDK18|PCTK3|PCTAIRE3
3783,5130,PCYT1A|PCYT1|CT|CTPCT
3784,5132,PDC|MEKA
3785,5133,PDCD1|SLEB2|CD279|PD1|hSLE1|PD-1
3786,5134,PDCD2|ZMYND7|RP8
3787,5137,PDE1C|Hcam3
3788,5138,PDE2A
3789,5139,PDE3A|CGI-PDE
3790,5140,PDE3B|HcGIP1
3791,5141,PDE4A|DPDE2
3792,5142,PDE4B|DPDE4
3793,5143,PDE4C|DPDE1
3794,5144,PDE4D|DPDE3
3795,5145,PDE6A|PDEA|RP43
3796,5146,PDE6C|PDEA2|ACHM5|COD4
3797,5147,PDE6D|JBTS22
3798,5148,PDE6G|PDEG|RP57
3799,5149,PDE6H
3800,5150,PDE7A|HCP1
3801,5151,PDE8A|HsT19550
3802,5152,PDE9A
3803,5153,PDE1B|PDES1B
3804,5154,PDGFA|PDGF1|PDGF-A
3805,5155,PDGFB|SIS|SSV
3806,5156,PDGFRA|CD140a|PDGFR2|GAS9
3807,5157,PDGFRL|PRLTS
3808,5158,PDE6B|PDEB|CSNB3|rd1|RP40|CSNBAD2
3809,5159,PDGFRB|PDGFR|JTK12|CD140b|PDGFR1
3810,5160,PDHA1|PDHA
3811,5161,PDHA2|PDHAL
3812,5162,PDHB|PDHE1B
3813,5163,PDK1
3814,5164,PDK2|PDHK2
3815,5165,PDK3
3816,5166,PDK4
3817,5167,ENPP1|NPPS|M6S1|PDNP1|PC-1|PCA1
3818,5168,ENPP2|PDNP2|ATX|PD-IALPHA
3819,5169,ENPP3|PDNP3|PD-IBETA|gp130RB13-6|B10|CD203c
3820,5170,PDPK1|PDK1
3821,5172,SLC26A4|DFNB4|PDS
3822,5173,PDYN|SCA23|PENKB|ADCA
3823,5174,PDZK1|PDZD1|NHERF3
3824,5175,PECAM1|CD31
3825,5176,SERPINF1|PEDF|EPC-1|PIG35
3826,5178,PEG3|ZKSCAN22|KIAA0287|ZNF904|ZSCAN24
3827,5179,PENK
3828,5182,PEPB
3829,5183,PEPC
3830,5184,PEPD
3831,5185,PEPE
3832,5187,PER1|PER|RIGUI
3833,5188,GATB|PET112L|PET112
3834,5189,PEX1|ZWS1|ZWS
3835,5190,PEX6|PXAAA1|PAF-2
3836,5191,PEX7|PTS2R|RD
3837,5192,PEX10|RNF69
3838,5193,PEX12
3839,5194,PEX13
3840,5195,PEX14
3841,5196,PF4|SCYB4|CXCL4
3842,5197,PF4V1|SCYB4V1|CXCL4V1|CXCL4L1
3843,5198,PFAS|PURL|FGARAT|KIAA0361|GATD8
3844,5199,CFP|PFC
3845,5201,PFDN1|PFD1
3846,5202,PFDN2
3847,5203,PFDN4|PFD4|C-1|C1
3848,5204,PFDN5|PFD5|MM-1
3849,5205,ATP8B1|FIC1|BRIC|PFIC1|ATPIC|PFIC
3850,5207,PFKFB1|PFRX
3851,5208,PFKFB2
3852,5209,PFKFB3
3853,5210,PFKFB4
3854,5211,PFKL
3855,5212,VIT
3856,5213,PFKM|PFKX|PFK-1|PPP1R122
3857,5214,PFKP|PFK-C|PFKF
3858,5216,PFN1
3859,5217,PFN2
3860,5218,CDK14|PFTK1|PFTAIRE1
3861,5222,PGA5
3862,5223,PGAM1|PGAMA|PGAM-B
3863,5224,PGAM2|PGAM-M
3864,5225,PGC
3865,5226,PGD
3866,5228,PGF|PGFL|PlGF-2|SHGC-10760|D12S1900|PIGF|PLGF|PlGF
3867,5229,PGGT1B|GGTI|BGGI
3868,5230,PGK1
3869,5231,PGK1P1
3870,5232,PGK2|PGKPS|PGK-2
3871,5233,PGK1P2
3872,5236,PGM1
3873,5238,PGM3|AGM1|DKFZP434B187|PAGM
3874,5239,PGM5|PGMRP
3875,5241,PGR|PR|NR3C3
3876,5243,ABCB1|PGY1|MDR1|CLCS|P-gp|CD243|GP170|ABC20
3877,5244,ABCB4|PGY3|MDR3|MDR2|PFIC-3|GBD1
3878,5245,PHB|PHB1
3879,5246,PHBP1
3880,5250,SLC25A3|PHC
3881,5251,PHEX|HYP|HPDR|PEX|HPDR1|HYP1|XLH
3882,5252,PHF1|MTF2L2|TDRD19C|PCL1
3883,5253,PHF2|KIAA0662|JHDM1E|CENP-35|KDM7C
3884,5255,PHKA1|PHKA
3885,5256,PHKA2|PHK|PYK
3886,5257,PHKB
3887,5258,PHKBP1
3888,5259,PHKBP2
3889,5260,PHKG1|PHKG
3890,5261,PHKG2
3891,5262,PHKG1P3|PHKGL|PHKg1ps2
3892,5264,PHYH|PAHX|RD|PHYH1
3893,5265,SERPINA1|PI|AAT|A1A|PI1|alpha-1-antitrypsin|A1AT|alpha1AT
3894,5266,PI3|ESI|SKALP|ELAFIN|WAP3|WFDC14|cementoin
3895,5267,SERPINA4|PI4|KST|KAL|KLST|kallistatin
3896,5268,SERPINB5|PI5|maspin
3897,5269,SERPINB6|PI6|DFNB91|PTI|CAP
3898,5270,SERPINE2|PI7|PN1|GDN|PNI|nexin
3899,5271,SERPINB8|PI8|CAP2
3900,5272,SERPINB9|PI9|CAP3
3901,5273,SERPINB10|PI10|bomapin
3902,5274,SERPINI1|PI12
3903,5275,SERPINB13|PI13|HUR7|hurpin|headpin
3904,5276,SERPINI2|PI14|PANCPIN|TSA2004|MEPI|pancpin
3905,5277,PIGA|GPI3
3906,5278,PIGAP1
3907,5279,PIGC
3908,5280,PIGCP1
3909,5281,PIGF
3910,5282,PIGFP1
3911,5283,PIGH|GPI-H
3912,5284,PIGR
3913,5286,PIK3C2A|PI3K-C2alpha
3914,5287,PIK3C2B|C2-PI3K|PI3K-C2beta
3915,5288,PIK3C2G
3916,5289,PIK3C3|Vps34
3917,5290,PIK3CA|PI3K
3918,5291,PIK3CB|PIK3C1
3919,5292,PIM1|PIM
3920,5293,PIK3CD|p110D
3921,5294,PIK3CG
3922,5295,PIK3R1|GRB1|p85-ALPHA|p85
3923,5296,PIK3R2|P85B|p85
3924,5297,PI4KA|PIK4CA|PI4K-ALPHA|pi4K230
3925,5298,PI4KB|PIK4CB|PI4K-BETA|pi4K92
3926,5300,PIN1|dod
3927,5301,PIN1P1|PIN1L
3928,5303,PIN4|PAR14|PAR17|EPVH
3929,5304,PIP|GCDFP-15|GCDFP15|GPIP4
3930,5305,PIP4K2A|PIP5K2A|PIP5KIIA|PIP5KIIalpha
3931,5306,PITPNA|PITPN|VIB1A
3932,5307,PITX1|BFT|PTX1|POTX
3933,5308,PITX2|IRID2|IHG2|RIEG|RIEG1|RGS|IGDS|RS|Brx1|Otlx2|ARP1
3934,5309,PITX3|ASMD
3935,5310,PKD1|PBP|Pc-1|TRPP1
3936,5311,PKD2|PKD4|PC2|Pc-2|TRPP2
3937,5313,PKLR
3938,5314,PKHD1|TIGM1|ARPKD|FCYT|FPC
3939,5315,PKM|PKM2|THBP1|OIP3|PK3
3940,5316,PKNOX1|PREP1
3941,5317,PKP1|B6P
3942,5318,PKP2
3943,5319,PLA2G1B|PLA2|PPLA2|PLA2A
3944,5320,PLA2G2A|PLA2B|PLA2L
3945,5321,PLA2G4A|PLA2G4|cPLA2-alpha
3946,5322,PLA2G5
3947,5324,PLAG1|ZNF912
3948,5325,PLAGL1|ZAC|LOT1
3949,5326,PLAGL2|ZNF900
3950,5327,PLAT
3951,5328,PLAU|URK|UPA
3952,5329,PLAUR|URKR|UPAR|CD87
3953,5330,PLCB2|FLJ38135
3954,5331,PLCB3
3955,5332,PLCB4
3956,5333,PLCD1
3957,5334,PLCL1|PLCE|PLC-L|PLCL|PRIP|PPP1R127
3958,5335,PLCG1|PLC1|PLC148|PLC-II|PLCgamma1|NCKAP3
3959,5336,PLCG2
3960,5337,PLD1
3961,5338,PLD2
3962,5339,PLEC|EBS1|PLEC1|PCN|PLTN
3963,5340,PLG
3964,5341,PLEK|P47
3965,5342,PLGLB2|PLGP1
3966,5343,PLGLB1|PLGL|PRP-B
3967,5345,SERPINF2|PLI|API|ALPHA-2-PI|A2AP|AAP
3968,5346,PLIN1|PLIN
3969,5347,PLK1|PLK
3970,5348,FXYD1|PLM
3971,5349,FXYD3|PLML|MAT-8
3972,5350,PLN|PLB|CMD1P
3973,5351,PLOD1|LLH|PLOD|LH1
3974,5352,PLOD2|LH2
3975,5354,PLP1|SPG2|PLP|GPM6C
3976,5355,PLP2|A4|A4-LSB|MGC126187
3977,5356,PLRG1|PRL1|Prp46|PRPF46|Cwc1|TANGO4
3978,5357,PLS1|I-plastin|Plastin-1
3979,5358,PLS3|T-plastin
3980,5359,PLSCR1|MMTRA1B
3981,5360,PLTP|BPIFE
3982,5361,PLXNA1|PLXN1|NOV
3983,5362,PLXNA2|PLXN2|OCT|FLJ11751|FLJ30634|KIAA0463
3984,5364,PLXNB1|PLXN5|SEP|KIAA0407
3985,5365,PLXNB3|PLXN6|PLEXR|PLEXB3
3986,5366,PMAIP1|APR|NOXA
3987,5367,PMCH|MCH
3988,5368,PNOC|PPNOC|N/OFQ|NOP
3989,5369,PMCHL1
3990,5370,PMCHL2
3991,5371,PML|MYL|TRIM19|RNF71
3992,5372,PMM1|Sec53
3993,5373,PMM2|CDG1|CDGS|CDG1a|PMI|PMI1
3994,5375,PMP2|MP2|FABP8|M-FABP
3995,5376,PMP22|CMT1A|HNPP|GAS3|Sp110|HMSNIA
3996,5378,PMS1|PMSL1|MLH2
3997,5379,PMS2P1|PMS2L6|PMS2L8|PMS2L7|PMS2L1|PMS3|PMS8|PMS2L13|PMSR2|PMSR1
3998,5380,PMS2P2|PMS2L2|PMS4
3999,5382,PMS2P4|PMS2L4|PMS6
4000,5383,PMS2P5|PMS2L5|PMS7|MGC34222
4001,5387,PMS2P3|PMS2L9|PMS2L3|PMS5|PMSR3
4002,5393,EXOSC9|PMSCL1|PM/Scl-75|Rrp45p|RRP45|p5|p6
4003,5394,EXOSC10|PMSCL2|PM-Scl|PM/Scl-100|Rrp6p|RRP6|p2|p3|p4
4004,5395,PMS2|PMSL2|H_DJ0042M02.9|HNPCC4|MLH4
4005,5396,PRRX1|PMX1|PHOX1
4006,5406,PNLIP|PL
4007,5407,PNLIPRP1|PLRP1
4008,5408,PNLIPRP2|PLRP2
4009,5409,PNMT|PENT
4010,5411,PNN|memA
4011,5412,UBL3|PNSC1|HCG-1|DKFZP434K151|FLJ32018
4012,5413,SEPTIN5|PNUTL1|SEPT5|HCDCREL-1|H5
4013,5414,SEPTIN4|PNUTL2|C17orf47|SEPT4|H5|CE5B3|hucep-7|ARTS|hCDCREL-2|MART|FLJ40121
4014,5420,PODXL|PCLP|Gp200|PC
4015,5422,POLA1|POLA|NSX|p180
4016,5423,POLB
4017,5424,POLD1|POLD|CDC2
4018,5425,POLD2
4019,5426,POLE|POLE1
4020,5427,POLE2|DPE2
4021,5428,POLG|POLG1|POLGA
4022,5429,POLH|RAD30A|XP-V
4023,5430,POLR2A|POLR2|POLRA|RPB1
4024,5431,POLR2B|RPB2
4025,5432,POLR2C|RPB3
4026,5433,POLR2D|RPB4
4027,5434,POLR2E|RPB5|RPABC1|XAP4|hRPB25|hsRPB5
4028,5435,POLR2F|RPB6|HRBP14.4
4029,5436,POLR2G|hRPB19|hsRPB7|RPB7
4030,5437,POLR2H|RPB8
4031,5438,POLR2I|RPB9|hRPB14.5
4032,5439,POLR2J|RPB11|hRPB14|RPB11A|RPB11m|POLR2J1
4033,5440,POLR2K|RPB10alpha|RPB12
4034,5441,POLR2L|RPB10beta|RBP10|RPABC5|RPB7.6|hRPB7.6|hsRPB10b
4035,5442,POLRMT|h-mtRPOL|APOLMT|MTRNAP|MTRPOL
4036,5443,POMC|MSH|POC|CLIP|ACTH|NPP|LPH
4037,5444,PON1|PON|ESA
4038,5445,PON2
4039,5446,PON3
4040,5447,POR|CYPOR|FLJ26468
4041,5449,POU1F1|PIT1|GHF-1|POU1F1a|PIT-1
4042,5450,POU2AF1|OBF1|BOB1
4043,5451,POU2F1|OTF1|OCT1
4044,5452,POU2F2|OTF2|OCT2
4045,5453,POU3F1|OTF6|OCT6|SCIP
4046,5454,POU3F2|OTF7|POUF3|BRN2|OCT7
4047,5455,POU3F3|BRN1|OTF8
4048,5456,POU3F4|DFN3|BRN4|OTF9|DFNX2
4049,5457,POU4F1|BRN3A|RDC-1
4050,5458,POU4F2|BRN3B|Brn-3b
4051,5459,POU4F3|DFNA15|DFNA52|DFNA42|BRN3C
4052,5460,POU5F1|OTF3|OCT3|Oct4|MGC22487
4053,5462,POU5F1B|OTF3P1|POU5F1P1|OTF3C
4054,5463,POU6F1|BRN5|MPOU|TCFB1
4055,5464,PPA1|PP|SID6-8061|Ppase|IOPPP|PP1
