#DrugBank-ID,host-protein-ID,NCBI-host-protein-ID,gene
118,9920,27232,GNMT
118,3135,4143,MAT1A
118,1046,1312,COMT
8651,5430,7155,TOP2B
12007,4056,5465,PPARA
12007,4058,5468,PPARG
6710,209,231,AR
6710,1627,2099,ESR1
4166,41,26,DAO
4166,19655,259307,IL4I1
6013,5428,7153,TOP2A
169,5646,7421,VDR
683,1907,2558,GABRA5
683,12572,55879,GABRQ
683,1903,2554,GABRA1
683,1908,2559,GABRA6
683,1914,2567,GABRG3
683,1906,2557,GABRA4
683,1904,2555,GABRA2
683,1916,2569,GABRR1
683,1911,2563,GABRD
683,1909,2560,GABRB1
683,1912,2564,GABRE
683,1905,2556,GABRA3
683,1910,2562,GABRB3
683,18936,200959,GABRR3
683,1915,2568,GABRP
683,1913,2565,GABRG1
683,1917,2570,GABRR2
906,4895,6529,SLC6A1
7691,4057,5467,PPARD
1931,2187,2902,GRIN1
4709,209,231,AR
7219,1204,1508,CTSB
1870,244,280,AMY2B
5404,5432,7157,TP53
9049,3677,4988,OPRM1
1463,4897,6531,SLC6A3
8276,13217,57644,MYH14
2676,3794,5144,PDE4D
2110,4287,5742,PTGS1
2110,11580,54205,CYCS
3317,1244,1559,CYP2C9
3317,11580,54205,CYCS
320,2551,3357,HTR2B
320,2547,3352,HTR1D
320,2546,3351,HTR1B
320,145,150,ADRA2A
8899,209,231,AR
8507,3248,4314,MMP3
1279,7565,10226,PLIN3
1279,7604,10268,RAMP3
1001,149,154,ADRB2
1001,150,155,ADRB3
1001,148,153,ADRB1
9140,2309,3043,HBB
9140,2305,3039,HBA1
9140,3321,4512,MT-CO1
9140,9818,27035,NOX1
1597,1408,1800,DPEP1
3380,551,670,BPHL
3380,3582,4852,NPY
8782,618,760,CA2
7681,484,590,BCHE
1122,57,43,ACHE
655,1627,2099,ESR1
655,1264,1588,CYP19A1
655,1628,2100,ESR2
655,4838,6462,SHBG
655,209,231,AR
52,4187,5618,PRLR
52,2009,2690,GHR
8178,834,1017,CDK2
8178,722,890,CCNA2
6258,2509,3297,HSF1
273,1903,2554,GABRA1
273,617,759,CA1
273,4730,6323,SCN1A
273,619,761,CA3
273,618,760,CA2
273,620,762,CA4
273,2182,2897,GRIK1
6195,841,1025,CDK9
6195,4165,5595,MAPK3
6195,1160,1454,CSNK1E
6195,834,1017,CDK2
6195,839,1022,CDK7
6195,803,983,CDK1
6195,4164,5594,MAPK1
3415,49,34,ACADM
1262,1397,1786,DNMT1
1262,1411,1803,DPP4
1342,173,185,AGTR1
750,4737,6331,SCN5A
7717,209,231,AR
7580,279,325,APCS
14040,649,796,CALCA
14040,650,797,CALCB
3346,5112,6783,SULT1E1
924,2550,3356,HTR2A
902,1323,1659,HRH1
1005,4667,6240,RRM1
5080,1323,1659,HRH1
5080,8401,11255,HRH3
6749,10012,28234,SLCO1B3
6702,926,1131,CHRM3
6702,927,1132,CHRM4
6702,923,1128,CHRM1
6702,928,1133,CHRM5
6702,924,1129,CHRM2
8864,6468,8856,NR1I2
3468,4009,5409,PNMT
6534,3275,4352,MPL
72,1714,2209,FCGR1A
72,584,716,C1S
72,1718,2214,FCGR3A
72,1607,2064,ERBB2
72,1516,1956,EGFR
72,583,715,C1R
72,582,714,C1QC
72,6638,9103,FCGR2C
72,1716,2212,FCGR2A
72,1717,2213,FCGR2B
72,581,713,C1QB
72,580,712,C1QA
72,1719,2215,FCGR3B
8361,5160,6850,SYK
4967,5428,7153,TOP2A
4967,282,328,APEX1
4967,5425,7150,TOP1
4003,2976,3932,LCK
968,1310,1644,DDC
968,145,150,ADRA2A
4440,102,100,ADA
83,333,388,RHOB
83,4971,6616,SNAP25
7268,4169,5599,MAPK8
298,142,146,ADRA1D
298,142,146,ADRA1A
298,143,147,ADRA1B
6196,510,624,BDKRB2
6196,252,290,ANPEP
7186,5118,6790,AURKA
7186,3969,5347,PLK1
11328,7829,10544,PROCR
2594,5366,7084,TK2
2594,1301,1633,DCK
2,584,716,C1S
2,1516,1956,EGFR
2,1714,2209,FCGR1A
2,580,712,C1QA
2,583,715,C1R
2,582,714,C1QC
2,6638,9103,FCGR2C
2,1718,2214,FCGR3A
2,1717,2213,FCGR2B
2,1719,2215,FCGR3B
2,581,713,C1QB
2,1716,2212,FCGR2A
8312,834,1017,CDK2
778,3876,5243,ABCB1
6144,142,146,ADRA1A
6144,2840,3757,KCNH2
6144,142,146,ADRA1D
6144,2550,3356,HTR2A
6144,1421,1813,DRD2
6144,2552,3358,HTR2C
6144,143,147,ADRA1B
6144,2556,3362,HTR6
3809,2527,3320,HSP90AA1
2973,834,1017,CDK2
110,1717,2213,FCGR2B
110,582,714,C1QC
110,1716,2212,FCGR2A
110,1714,2209,FCGR1A
110,1718,2214,FCGR3A
110,580,712,C1QA
110,583,715,C1R
110,581,713,C1QB
110,1719,2215,FCGR3B
110,6638,9103,FCGR2C
4925,3963,5340,PLG
45,5378,7097,TLR2
5386,1147,1438,CSF2RA
2303,1414,1806,DPYD
70,5327,7040,TGFB1
70,2608,3455,IFNAR2
11132,6331,8685,MARCO
6775,1092,1373,CPS1
7230,1628,2100,ESR2
7230,6302,8648,NCOA1
8132,834,1017,CDK2
2746,3875,5241,PGR
2746,4056,5465,PPARA
2746,4678,6256,RXRA
2746,4057,5467,PPARD
2746,4679,6257,RXRB
2746,1628,2100,ESR2
2746,4058,5468,PPARG
2746,1627,2099,ESR1
2746,4680,6258,RXRG
770,4278,5732,PTGER2
770,8397,11251,PTGDR2
7444,1285,1612,DAPK1
7763,1228,1537,CYC1
7763,5620,7385,UQCRC2
7763,5622,7388,UQCRH
7763,5621,7386,UQCRFS1
7763,9840,27089,UQCRQ
7763,3325,4519,MT-CYB
7763,5619,7384,UQCRC1
7763,5618,7381,UQCRB
7763,10712,29796,UQCR10
7763,8177,10975,UQCR11
8894,1602,2057,EPOR
2872,3172,4193,MDM2
7159,5160,6850,SYK
2893,8187,10988,METAP2
7612,834,1017,CDK2
8771,2503,3290,HSD11B1
2104,1347,1719,DHFR
3845,1447,1841,DTYMK
6786,4963,6608,SMO
4068,3565,4830,NME1
3155,4509,6035,RNASE1
927,1328,1665,HRH2
7351,1078,1357,CPA1
2681,953,1163,CKS1B
6964,2527,3320,HSP90AA1
9073,838,1021,CDK6
9073,836,1019,CDK4
67,461,554,AVPR2
67,459,552,AVPR1A
67,460,553,AVPR1B
8775,6359,8722,CTSF
8063,4678,6256,RXRA
8063,7424,10062,NR1H3
1429,654,801,CALM1
1429,4737,6331,SCN5A
5032,13393,59340,HRH4
4050,3143,4151,MB
94,1854,2492,FSHR
3083,1161,1455,CSNK1G2
5129,5428,7153,TOP2A
5129,5425,7150,TOP1
5129,11159,51284,TLR7
3078,5056,6714,SRC
7746,8187,10988,METAP2
2758,10826,30814,PLA2G2E
11148,1222,1528,CYB5A
4204,4306,5770,PTPN1
868,4737,6331,SCN5A
964,146,151,ADRA2B
964,142,146,ADRA1A
964,145,150,ADRA2A
12129,2212,2932,GSK3B
9167,926,1131,CHRM3
9167,4898,6532,SLC6A4
9167,2545,3350,HTR1A
9167,927,1132,CHRM4
9167,2550,3356,HTR2A
9167,4896,6530,SLC6A2
9167,923,1128,CHRM1
9167,1323,1659,HRH1
9167,924,1129,CHRM2
9167,928,1133,CHRM5
120,7418,10056,FARSB
120,5341,7054,TH
120,5201,6898,TAT
120,8956,23428,SLC7A8
120,7934,10667,FARS2
120,1699,2193,FARSA
120,3729,5053,PAH
4629,68,58,ACTA1
3892,3575,4842,NOS1
252,6468,8856,NR1I2
252,4730,6323,SCN1A
252,4731,6324,SCN1B
252,4734,6328,SCN3A
252,4737,6331,SCN5A
7175,9103,23621,BACE1
5127,11159,51284,TLR7
3480,1349,1723,DHODH
8915,6302,8648,NCOA1
8915,4056,5465,PPARA
8915,4058,5468,PPARG
807,4741,6336,SCN10A
11455,4288,5743,PTGS2
8238,1742,2246,FGF1
4659,2981,3938,LCT
7127,4314,5787,PTPRB
2602,618,760,CA2
654,4282,5737,PTGFR
8182,834,1017,CDK2
8182,722,890,CCNA2
180,2192,2908,NR3C1
6868,1661,2147,F2
8802,1323,1659,HRH1
6162,1713,2208,FCER2
7546,1164,1459,CSNK2A2
1754,3919,5292,PIM1
11066,1627,2099,ESR1
4516,11282,51477,ISYNA1
5465,14594,80310,PDGFD
5465,1807,2322,FLT3
5107,1893,2539,G6PD
125,16377,113451,AZIN2
125,3577,4846,NOS3
125,4906,6541,SLC7A1
125,331,384,ARG2
125,372,435,ASL
125,3576,4843,NOS2
125,4909,6545,SLC7A4
125,15609,84889,SLC7A3
125,380,445,ASS1
3085,1893,2539,G6PD
2532,26136,728635,DHRS4L1
1626,3123,4128,MAOA
1626,3124,4129,MAOB
1810,6359,8722,CTSF
14061,3876,5243,ABCB1
2155,4137,5566,PRKACA
4805,4609,6167,RPL37
356,2859,3778,KCNMA1
315,2549,3355,HTR1F
315,2546,3351,HTR1B
315,2547,3352,HTR1D
315,2545,3350,HTR1A
11332,7829,10544,PROCR
7761,834,1017,CDK2
7173,130,132,ADK
49,1015,1278,COL1A2
433,1421,1813,DRD2
12285,9103,23621,BACE1
1133,4306,5770,PTPN1
1133,436,523,ATP6V1A
1133,3124,4129,MAOB
8040,3054,4048,LTA4H
5010,1900,2550,GABBR1
5010,7001,9568,GABBR2
8811,8069,10846,PDE10A
8811,3788,5138,PDE2A
8811,3791,5141,PDE4A
8811,3789,5139,PDE3A
9075,1671,2159,F10
1833,3577,4846,NOS3
4885,2553,3359,HTR3A
1393,4680,6258,RXRG
1393,4678,6256,RXRA
1393,4679,6257,RXRB
1393,6468,8856,NR1I2
1393,4058,5468,PPARG
1393,4057,5467,PPARD
1393,4056,5465,PPARA
69,2608,3455,IFNAR2
69,2607,3454,IFNAR1
6641,4164,5594,MAPK1
6641,187,207,AKT1
6641,4148,5578,PRKCA
4880,3789,5139,PDE3A
4835,991,1234,CCR5
557,1323,1659,HRH1
6695,1661,2147,F2
910,5646,7421,VDR
7754,1822,2346,FOLH1
11619,2094,2798,GNRHR
11619,4838,6462,SHBG
11619,209,231,AR
11619,1627,2099,ESR1
11619,3875,5241,PGR
11619,2192,2908,NR3C1
8734,5549,7298,TYMS
9098,2009,2690,GHR
9098,2621,3480,IGF1R
4863,2771,3674,ITGA2B
4863,2785,3690,ITGB3
8046,618,760,CA2
7991,1627,2099,ESR1
7772,3250,4317,MMP8
321,2556,3362,HTR6
321,3675,4986,OPRK1
321,2866,3785,KCNQ2
321,143,147,ADRA1B
321,2552,3358,HTR2C
321,2547,3352,HTR1D
321,928,1133,CHRM5
321,4896,6530,SLC6A2
321,13393,59340,HRH4
321,926,1131,CHRM3
321,145,150,ADRA2A
321,3674,4985,OPRD1
321,924,1129,CHRM2
321,927,1132,CHRM4
321,3677,4988,OPRM1
321,4898,6532,SLC6A4
321,2820,3736,KCNA1
321,3632,4914,NTRK1
321,1323,1659,HRH1
321,3633,4915,NTRK2
321,2867,3786,KCNQ3
321,2835,3752,KCND3
321,2834,3751,KCND2
321,2550,3356,HTR2A
321,7614,10280,SIGMAR1
321,142,146,ADRA1D
321,2546,3351,HTR1B
321,1328,1665,HRH2
321,142,146,ADRA1A
321,923,1128,CHRM1
321,2545,3350,HTR1A
321,2557,3363,HTR7
1966,4218,5660,PSAP
4617,57,43,ACHE
1269,1516,1956,EGFR
3552,5341,7054,TH
1590,1849,2475,MTOR
3262,618,760,CA2
858,209,231,AR
8289,2649,3514,IGKC
5382,3339,4540,MT-ND5
7730,4306,5770,PTPN1
1009,2696,3577,CXCR1
1009,4287,5742,PTGS1
1009,4288,5743,PTGS2
5246,6514,8913,CACNA1G
7140,1347,1719,DHFR
8004,15142,83903,GSG2
153,5646,7421,VDR
4268,3075,4069,LYZ
4915,7793,10495,ENOX2
8413,2649,3514,IGKC
8413,222,250,ALPP
706,143,147,ADRA1B
706,142,146,ADRA1D
706,142,146,ADRA1A
2735,356,412,STS
58,1541,1991,ELANE
11200,5380,7099,TLR4
7985,4206,5644,PRSS1
3073,138,142,PARP1
5447,2415,3172,HNF4A
7929,7424,10062,NR1H3
7929,4679,6257,RXRB
6802,4287,5742,PTGS1
6802,4288,5743,PTGS2
8152,1661,2147,F2
8202,618,760,CA2
7476,618,760,CA2
699,142,146,ADRA1A
13875,2418,3176,HNMT
4307,3124,4129,MAOB
1036,928,1133,CHRM5
1036,926,1131,CHRM3
1036,923,1128,CHRM1
1036,924,1129,CHRM2
1036,927,1132,CHRM4
4643,4355,5837,PYGM
7233,5172,6868,ADAM17
4021,57,43,ACHE
66,1854,2492,FSHR
48,1015,1278,COL1A2
48,1018,1281,COL3A1
48,1017,1280,COL2A1
48,1014,1277,COL1A1
8604,209,231,AR
8604,5349,7066,TPO
8604,4058,5468,PPARG
8604,6468,8856,NR1I2
7573,9103,23621,BACE1
2977,4306,5770,PTPN1
3486,16924,124583,CANT1
4519,4056,5465,PPARA
199,192,213,ALB
199,2149,2862,MLNR
199,3516,4759,NEU2
199,2840,3757,KCNH2
6898,1627,2099,ESR1
6898,7796,10499,NCOA2
2727,3575,4842,NOS1
10,2011,2692,GHRHR
12731,7485,10135,NAMPT
467,5428,7153,TOP2A
13615,5380,7099,TLR4
13615,13567,64127,NOD2
8180,1819,2339,FNTA
8180,3867,5229,PGGT1B
2833,834,1017,CDK2
2833,722,890,CCNA2
5149,8363,11200,CHEK2
5149,910,1111,CHEK1
9195,2552,3358,HTR2C
9195,2550,3356,HTR2A
9195,4898,6532,SLC6A4
9195,1323,1659,HRH1
8039,667,817,CAMK2D
8039,654,801,CALM1
3577,66,55,ACPP
2103,5456,7184,HSP90B1
7459,1142,1432,MAPK14
5478,1252,1576,CYP3A4
592,1910,2562,GABRB3
2929,263,308,ANXA5
1088,3792,5142,PDE4B
1088,8397,11251,PTGDR2
1088,3794,5144,PDE4D
1088,3791,5141,PDE4A
1088,3950,5327,PLAT
1088,3793,5143,PDE4C
1088,4284,5739,PTGIR
7323,8187,10988,METAP2
3650,3919,5292,PIM1
1049,2357,3106,HLA-B
5737,6100,8399,PLA2G10
5737,3944,5320,PLA2G2A
8635,10136,28439,IGHV3-30
4564,2981,3938,LCT
12340,469,572,BAD
12340,491,599,BCL2L2
12340,488,596,BCL2
6191,3876,5243,ABCB1
2499,330,383,ARG1
1536,2501,3283,HSD3B1
1536,2505,3292,HSD17B1
1536,6298,8644,AKR1C3
809,926,1131,CHRM3
809,927,1132,CHRM4
809,923,1128,CHRM1
809,924,1129,CHRM2
747,936,1141,CHRNB2
747,923,1128,CHRM1
747,4849,6476,SI
747,928,1133,CHRM5
747,932,1137,CHRNA4
747,926,1131,CHRM3
747,924,1129,CHRM2
747,927,1132,CHRM4
2287,3951,5328,PLAU
2287,4206,5644,PRSS1
2287,1661,2147,F2
916,931,1136,CHRNA3
916,1271,1595,CYP51A1
2345,670,820,CAMP
2345,3565,4830,NME1
7005,1661,2147,F2
8030,3248,4314,MMP3
5165,1530,1977,EIF4E
1037,3124,4129,MAOB
1037,3123,4128,MAOA
3861,7581,10242,KCNMB2
3861,2335,3074,HEXB
115,3348,4552,MTRR
115,3330,4524,MTHFR
115,18621,166785,MMAA
115,3345,4548,MTR
115,9356,25974,MMACHC
115,3381,4594,MUT
901,149,154,ADRB2
753,2175,2890,GRIA1
753,1903,2554,GABRA1
753,427,513,ATP5D
753,936,1141,CHRNB2
753,2820,3736,KCNA1
753,9815,27032,ATP2C1
753,654,801,CALM1
753,2045,2741,GLRA1
753,932,1137,CHRNA4
3181,5351,7068,THRB
4345,527,645,BLVRB
3935,1743,2247,FGF2
3935,263,308,ANXA5
8647,2649,3514,IGKC
13988,2557,3363,HTR7
1278,7604,10268,RAMP3
1278,7602,10266,RAMP2
1278,652,799,CALCR
1278,7603,10267,RAMP1
13961,4288,5743,PTGS2
13961,4058,5468,PPARG
13961,15477,84649,DGAT2
13961,4056,5465,PPARA
13961,4057,5467,PPARD
13961,5062,6720,SREBF1
13961,20620,338557,FFAR4
8028,3250,4317,MMP8
3958,10602,28960,DCPS
3958,10583,28938,L1
6429,5174,6870,TACR3
1672,2978,3934,LCN2
2610,618,760,CA2
3991,5707,7504,NA
3991,3516,4759,NEU2
3991,3347,4550,HN
2762,5056,6714,SRC
587,8028,10800,CYSLTR1
6605,1671,2159,F10
1347,173,185,AGTR1
6774,8443,11331,PHB2
6774,5662,7442,TRPV1
1197,3054,4048,LTA4H
1197,509,623,BDKRB1
1197,3247,4313,MMP2
1197,3251,4318,MMP9
1197,1304,1636,ACE
3677,1598,2053,EPHX2
7428,2309,3043,HBB
7428,2305,3039,HBA1
4531,3213,4255,MGMT
585,1328,1665,HRH2
1214,148,153,ADRB1
1214,149,154,ADRB2
1481,209,231,AR
5513,5404,7124,TNF
5513,2689,3569,IL6
243,4740,6335,SCN9A
243,4737,6331,SCN5A
4700,21416,373156,GSTK1
11937,179,196,AHR
11937,2146,2859,GPR35
2393,3850,5207,PFKFB1
100,1672,2160,F11
100,1667,2155,F7
100,1661,2147,F2
100,3044,4035,LRP1
100,1669,2157,F8
100,1671,2159,F10
100,2000,2677,GGCX
1079,2554,3360,HTR4
1079,2551,3357,HTR2B
1079,2550,3356,HTR2A
1079,2552,3358,HTR2C
8835,1822,2346,FOLH1
7921,3254,4321,MMP12
5091,461,554,AVPR2
6159,5425,7150,TOP1
5241,3921,5294,PIK3CG
5241,1849,2475,MTOR
5241,3918,5291,PIK3CB
5241,3920,5293,PIK3CD
5241,3917,5290,PIK3CA
3783,4287,5742,PTGS1
1200,145,150,ADRA2A
1200,143,147,ADRA1B
1200,2550,3356,HTR2A
1200,2546,3351,HTR1B
1200,146,151,ADRA2B
1200,2557,3363,HTR7
1200,2545,3350,HTR1A
1200,2552,3358,HTR2C
1200,2551,3357,HTR2B
1200,142,146,ADRA1A
1200,1420,1812,DRD1
1200,1421,1813,DRD2
1200,1423,1815,DRD4
1200,142,146,ADRA1D
1200,1422,1814,DRD3
1200,2547,3352,HTR1D
1200,147,152,ADRA2C
466,1903,2554,GABRA1
466,2046,2742,GLRA2
466,5928,8001,GLRA3
466,2045,2741,GLRA1
466,1916,2569,GABRR1
8299,3794,5144,PDE4D
8299,3792,5142,PDE4B
8299,3791,5141,PDE4A
9082,149,154,ADRB2
4234,1209,1513,CTSK
5408,686,836,CASP3
5408,684,834,CASP1
5408,690,840,CASP7
1444,3674,4985,OPRD1
1444,3677,4988,OPRM1
8411,2640,3500,IGHG1
7167,1145,1436,CSF1R
405,1323,1659,HRH1
5003,4667,6240,RRM1
5003,4668,6241,RRM2
3187,1982,2653,GCSH
7837,4824,6446,SGK1
2728,3223,4282,MIF
7177,17813,145482,PTGR2
7177,8583,22949,PTGR1
2860,4083,5501,PPP1CC
3632,916,1118,CHIT1
2177,2779,3683,ITGAL
635,2503,3290,HSD11B1
635,2192,2908,NR3C1
9116,201,222,ALDH3B2
945,3538,4792,NFKBIA
945,4633,6197,RPS6KA3
945,4288,5743,PTGS2
945,4287,5742,PTGS1
945,1311,1645,AKR1C1
945,5432,7157,TP53
945,1488,1909,EDNRA
945,2673,3551,IKBKB
945,2519,3309,HSPA5
176,4898,6532,SLC6A4
176,2840,3757,KCNH2
8201,484,590,BCHE
2473,3951,5328,PLAU
3673,3729,5053,PAH
6328,3805,5155,PDGFB
9472,618,760,CA2
9472,617,759,CA1
5033,6384,8754,ADAM9
163,6468,8856,NR1I2
163,4094,5516,PPP2CB
163,4149,5579,PRKCB
163,4148,5578,PRKCA
163,20127,284904,SEC14L4
163,213,240,ALOX5
163,9038,23541,SEC14L2
163,4093,5515,PPP2CA
163,19681,266629,SEC14L3
163,1279,1606,DGKA
14002,19681,266629,SEC14L3
14002,20127,284904,SEC14L4
14002,4149,5579,PRKCB
14002,4093,5515,PPP2CA
14002,4094,5516,PPP2CB
14002,6468,8856,NR1I2
14002,1279,1606,DGKA
14002,9038,23541,SEC14L2
14002,213,240,ALOX5
14002,4148,5578,PRKCA
6469,1807,2322,FLT3
2338,7506,10157,AASS
2338,5547,7296,TXNRD1
2338,1414,1806,DPYD
7013,3255,4322,MMP13
1897,9965,27306,HPGDS
203,3799,5149,PDE6H
203,3798,5148,PDE6G
203,6306,8654,PDE5A
8776,910,1111,CHEK1
1098,2402,3156,HMGCR
1235,1423,1815,DRD4
1235,1421,1813,DRD2
1235,1420,1812,DRD1
1235,1422,1814,DRD3
9143,4963,6608,SMO
4991,104,102,ADAM10
5407,1485,1906,EDN1
8590,11049,51135,IRAK4
245,923,1128,CHRM1
245,1323,1659,HRH1
245,4897,6531,SLC6A3
11124,142,146,ADRA1A
11124,149,154,ADRB2
11124,142,146,ADRA1D
11124,148,153,ADRB1
11124,146,151,ADRA2B
11124,143,147,ADRA1B
11124,147,152,ADRA2C
11124,145,150,ADRA2A
11124,150,155,ADRB3
3065,3577,4846,NOS3
7217,4172,5602,MAPK10
2366,4206,5644,PRSS1
7244,3577,4846,NOS3
7244,4457,5972,REN
13014,2217,2938,GSTA1
13014,2227,2950,GSTP1
5264,1148,1439,CSF2RB
270,6513,8912,CACNA1H
270,635,779,CACNA1S
270,632,776,CACNA1D
270,637,781,CACNA2D1
270,6751,9254,CACNA2D2
270,639,783,CACNB2
270,631,775,CACNA1C
6969,2527,3320,HSP90AA1
990,1264,1588,CYP19A1
8038,4211,5650,KLK7
11614,1323,1659,HRH1
11614,4271,5724,PTAFR
7707,1627,2099,ESR1
7707,7796,10499,NCOA2
11113,4280,5734,PTGER4
11113,4279,5733,PTGER3
292,1903,2554,GABRA1
292,146,151,ADRA2B
3033,3255,4322,MMP13
3033,3248,4314,MMP3
9264,926,1131,CHRM3
4681,43,28,ABO
5475,5380,7099,TLR4
5475,11569,54106,TLR9
5475,5378,7097,TLR2
5475,11159,51284,TLR7
8466,3054,4048,LTA4H
3023,5056,6714,SRC
3023,3073,4067,LYN
3023,2976,3932,LCK
602,1910,2562,GABRB3
602,5928,8001,GLRA3
7816,2640,3500,IGHG1
8463,722,890,CCNA2
8463,834,1017,CDK2
13872,1907,2558,GABRA5
13872,1903,2554,GABRA1
13872,1905,2556,GABRA3
13872,1904,2555,GABRA2
4478,5005,6652,SORD
4868,40,25,ABL1
4868,2892,3815,KIT
406,1323,1659,HRH1
7034,910,1111,CHEK1
23,2608,3455,IFNAR2
4310,6960,9518,PDF
9232,630,774,CACNA1B
6862,686,836,CASP3
7950,4868,6500,SKP1
7950,717,883,CCBL1
7950,10826,30814,PLA2G2E
382,484,590,BCHE
382,57,43,ACHE
382,874,1066,CES1
1851,2649,3514,IGKC
353,1420,1812,DRD1
353,2551,3357,HTR2B
2640,8187,10988,METAP2
7032,1628,2100,ESR2
4512,22544,392399,LCN9
2730,244,280,AMY2B
5116,5549,7298,TYMS
917,4279,5733,PTGER3
917,4278,5732,PTGER2
917,4280,5734,PTGER4
917,8397,11251,PTGDR2
4803,2407,3162,HMOX1
1105,4898,6532,SLC6A4
1105,4897,6531,SLC6A3
1105,4896,6530,SLC6A2
1010,57,43,ACHE
1010,484,590,BCHE
7959,910,1111,CHEK1
11572,1740,2244,FGB
11572,1739,2243,FGA
11572,1666,2153,F5
11572,1669,2157,F8
11572,1674,2162,F13A1
11572,1675,2165,F13B
11572,1672,2160,F11
11572,1761,2266,FGG
756,1627,2099,ESR1
756,4785,6392,SDHD
756,2050,2746,GLUD1
9063,211,238,ALK
8807,2545,3350,HTR1A
8807,148,153,ADRB1
8807,2546,3351,HTR1B
8807,150,155,ADRB3
8807,149,154,ADRB2
5025,5000,6647,SOD1
174,376,440,ASNS
174,8189,10991,SLC38A3
174,14518,80150,ASRGL1
174,3449,4677,NARS
174,14247,79731,NARS2
174,4877,6510,SLC1A5
5806,5425,7150,TOP1
1436,5646,7421,VDR
1436,1270,1594,CYP27B1
1436,4678,6256,RXRA
8194,2527,3320,HSP90AA1
13955,2140,2852,GPER1
13955,932,1137,CHRNA4
13955,3318,4508,MT-ATP6
13955,1628,2100,ESR2
13955,6468,8856,NR1I2
13955,2507,3294,HSD17B2
13955,1631,2104,ESRRG
13955,7796,10499,NCOA2
13955,6327,8678,BECN1
13955,1627,2099,ESR1
7747,4009,5409,PNMT
6883,5056,6714,SRC
11793,7401,10038,PARP2
11793,138,142,PARP1
8892,7001,9568,GABBR2
8892,1900,2550,GABBR1
1167,1271,1595,CYP51A1
6741,5217,6915,TBXA2R
5072,5173,6869,TACR1
7697,3939,5315,PKM
788,4287,5742,PTGS1
788,4288,5743,PTGS2
4759,3255,4322,MMP13
6287,1849,2475,MTOR
686,1745,2249,FGF4
686,1743,2247,FGF2
686,1742,2246,FGF1
4461,5623,7389,UROD
7421,209,231,AR
8280,2503,3290,HSD11B1
6944,834,1017,CDK2
6944,722,890,CCNA2
7687,834,1017,CDK2
5381,13393,59340,HRH4
5381,1323,1659,HRH1
5381,1328,1665,HRH2
5381,8401,11255,HRH3
5381,4932,6571,SLC18A2
2615,1627,2099,ESR1
2615,4306,5770,PTPN1
11834,11331,51561,IL23A
6134,5123,6795,AURKC
6134,5118,6790,AURKA
12637,2192,2908,NR3C1
12637,19841,283383,ADGRD1
11094,5646,7421,VDR
11094,1968,2638,GC
1370,401,476,ATP1A1
1370,2893,3816,KLK1
1370,1665,2152,TF
1370,303,351,APP
6080,1806,2321,FLT1
6080,2892,3815,KIT
6080,1807,2322,FLT3
6080,1145,1436,CSF1R
6080,2871,3791,KDR
6080,1809,2324,FLT4
4395,883,1080,CFTR
4395,1593,2048,EPHB2
4395,2212,2932,GSK3B
4395,2352,3098,HK1
4395,4172,5602,MAPK10
4395,5430,7155,TOP2B
4395,8197,11004,KIF2C
4395,1285,1612,DAPK1
4395,1929,2584,GALK1
4395,2976,3932,LCK
4395,3853,5210,PFKFB4
4395,455,547,KIF1A
4395,3919,5292,PIM1
4395,5641,7415,VCP
4395,1447,1841,DTYMK
4395,4712,6300,MAPK12
4395,1526,1969,EPHA2
4395,2800,3706,ITPKA
4395,5472,7203,CCT3
4395,1163,1457,CSNK2A1
4395,4385,5888,RAD51
4395,68,58,ACTA1
4395,2621,3480,IGF1R
4395,5074,6733,SRPK2
4395,11812,54822,TRPM7
4395,2216,2937,GSS
11606,5667,7450,VWF
4250,484,590,BCHE
8309,834,1017,CDK2
8309,722,890,CCNA2
1438,4730,6323,SCN1A
4715,3919,5292,PIM1
8862,4165,5595,MAPK3
8862,720,887,CCKBR
8862,719,886,CCKAR
8862,1510,1950,EGF
8862,4391,5894,RAF1
8862,4149,5579,PRKCB
890,1627,2099,ESR1
890,4838,6462,SHBG
1678,5056,6714,SRC
3609,3589,4860,PNP
511,401,476,ATP1A1
6983,834,1017,CDK2
3766,7582,10243,GPHN
13857,3875,5241,PGR
4447,195,216,ALDH1A1
4447,10694,29760,bca
4447,2231,2954,GSTZ1
4447,6026,8312,AXIN1
4447,665,815,CAMK2A
4447,5440,7167,TPI1
4447,2993,3956,LGALS1
4447,2402,3156,HMGCR
4447,4066,5479,PPIB
4447,3299,4482,MSRA
4447,11812,54822,TRPM7
4948,2545,3350,HTR1A
4948,2557,3363,HTR7
4948,142,146,ADRA1A
4948,2547,3352,HTR1D
4948,2552,3358,HTR2C
4948,145,150,ADRA2A
209,923,1128,CHRM1
8093,1142,1432,MAPK14
7058,2212,2932,GSK3B
13925,5088,6752,SSTR2
4150,3736,5066,PAM
6756,488,596,BCL2
3695,1347,1719,DHFR
6536,4058,5468,PPARG
6536,4056,5465,PPARA
11386,2840,3757,KCNH2
6607,3078,4072,EPCAM
6607,744,916,CD3E
6607,1718,2214,FCGR3A
6607,1716,2212,FCGR2A
6607,1719,2215,FCGR3B
6607,1714,2209,FCGR1A
8011,4172,5602,MAPK10
2569,3565,4830,NME1
7702,13280,57727,NCOA5
7702,1628,2100,ESR2
7845,4169,5599,MAPK8
